EC,SA,taxa difference,comment
2.3.1.57,0.0011,19," recombinant HEK-293 cells expressing isozyme SSAT-1,"
2.3.1.57,0.00008,19, recombinant HEK-293 cells expressing isozyme
2.3.1.57,0.00008,19, recombinant HEK-293 cells expressing isozyme
2.3.1.57,0.00025,19, recombinant HEK-293 cells expressing isozyme
2.3.1.57,0.00025,19, recombinant HEK-293 cells expressing isozyme
2.3.1.57,0.00007,19, recombinant HEK-293 cells expressing isozyme
2.3.1.57,0.00007,19, recombinant HEK-293 cells expressing isozyme
2.3.1.57,0.00068,19, recombinant HEK-293 cells expressing isozyme
2.3.1.57,0.00068,19, recombinant HEK-293 cells expressing isozyme
2.3.1.57,0.00023,19, recombinant HEK-293 cells expressing isozyme
2.3.1.57,0.00023,19, recombinant HEK-293 cells expressing isozyme
2.3.1.57,45,19, spermidine <8>) <8>
2.3.1.57,8.102,19," 8.102 <2,3>"
2.3.1.57,0.299,19, 0.299 <28>
2.3.1.57,2.45,19, 2.45 <1>
2.3.1.60,3.8,19, 3.8 <1>
2.3.1.64,11.34,19, recombinant enzyme <4>) <4>
2.3.1.64,1.78,19, 1.78 <4>
2.3.1.64,1.22,19, 1.22 <3>
2.3.1.64,0.393,19, 0.393 <2>
2.3.1.64,0.00002,19, with substrates p-coumaroyl-CoA + feruloyl-CoA +
2.3.1.64,0.00004,19, with substrates feruloyl-CoA + agmatine 2.4 nmol
2.3.1.64,0.000187,19, with substrates p-coumaroyl-CoA + feruloyl-CoA +
2.3.1.64,0.00000003,19, with substrates p-coumaroyl-CoA + agmatine + putrescine
2.3.1.64,0.000112,19, with substrates p-coumaroyl-CoA + agmatine 6.7 nmol
2.3.1.64,0.000123,19, with substrates p-coumaroyl-CoA + agmatine +
2.3.1.64,0.000000933,19, with substrates p-coumaroyl-CoA + putrescine 0.056
2.3.1.64,0.000000085,19, with substrates feruloyl-CoA + putrescine 0.0051 nmol
2.3.1.65,46.9,19, glycine <1>) <1>
2.3.1.65,35.2,19, taurine <1>) <1>
2.3.1.65,43,19, glycine <2>) <2>
2.3.1.65,0.0027,19, 0.0027 <6>
2.3.1.67,0.0000041,19, median activity of lyso-PAF-acetyltransferase in
2.3.1.7,10.65,19, 10.65 <28>
2.3.1.7,0.002,19," carbon source glucose, peroxisomal enzyme <31>) <31>"
2.3.1.7,0.06,19," carbon source glucose, mitochondrial enzyme <31>) <31>"
2.3.1.7,0.04,19," carbon source serum, peroxisomal enzyme <31>) <31>"
2.3.1.7,4.5,19," carbon source triolein, mitochondrial enzyme <31>) <31>"
2.3.1.7,8.8,19," carbon source triolein, peroxisomal enzyme <31>) <31>"
2.3.1.7,0.27,19," carbon source serum, mitochondrial enzyme <31>) <31>"
2.3.1.7,94,19," 94.0 <26,27>"
2.3.1.7,119,19, 119.0 <2>
2.3.1.7,220,19, purified from liver homogenate <13>) <13>
2.3.1.7,240,19, purified from mitochondrial fraction <13>) <13>
2.3.1.7,120,19, purified from postmitochondrial fraction <13>) <13>
2.3.1.7,0.25,19, skeletal muscle <9>) <9>
2.3.1.7,0.005,19, liver <9>) <9>
2.3.1.7,82.83,19, 82.83 <8>
2.3.1.7,85,19," source spermatozoon <12>) <8,12>"
2.3.1.7,85,19," source spermatozoon <12>) <8,12>"
2.3.1.7,200,19, 200.0 <22>
2.3.1.72,13.3,19, 13.3 <3>
2.3.1.73,0.0014,19, 20000 * g pellet from differential centrifugation of
2.3.1.73,0.0002,19, leaf homogenate <1>) <1>
2.3.1.73,0.0022,19, 88000 * g pellet from differential centrifugation of
2.3.1.74,0.00176,19, 0.00176 <20>
2.3.1.74,0.162,19, 0.162 <17>
2.3.1.74,0.0188,19, 0.0188 <18>
2.3.1.74,0.0064,19, 0.0064 <11>
2.3.1.74,0.00083,19, 0.00083 <24>
2.3.1.74,0.0085,19, 0.0085 <14>
2.3.1.74,0.00918,19, 0.00918 <16>
2.3.1.76,0.000023,19, 11-cis-retinyl ester synthesis in absence of cellular
2.3.1.78,0.000017,19," leukocyte, substrate"
2.3.1.78,0.000059,19," fibroblast, substrate"
2.3.1.78,0.000022,19," leukocyte, substrate"
2.3.1.78,0.000058,19," fibroblast, substrate"
2.3.1.78,0.000673,19, lysosomal fraction <7>) <7>
2.3.1.78,0.008,19, 0.008 <2>
2.3.1.79,24.8,19, 24.8 <2>
2.3.1.8,1124,19, 1124.0 <21>
2.3.1.8,950,19, 950.0 <4>
2.3.1.8,7140,19, 7140.0 <18>
2.3.1.8,9100,19, after crystallization <3>) <3>
2.3.1.8,1940,19, 1940.0 <28>
2.3.1.8,1150,19, 1150.0 <31>
2.3.1.8,1371,19, 1371.0 <16>
2.3.1.8,31.6,19, 31.6 <14>
2.3.1.8,396,19, 396.0 <12>
2.3.1.80,0.394,19, 0.394 <1>
2.3.1.82,0.304,19, 0.304 <5>
2.3.1.84,5.47,19, 5.47 <5>
2.3.1.84,190.4,19, 190.4 <2>
2.3.1.84,0.00729,19, 0.00729 <1>
2.3.1.85,1.2,19," NADPH <13,15>) <13,15>"
2.3.1.85,1.3,19, NADPH <17>) <17>
2.3.1.85,2.6,19, NADPH <15>) <15>
2.3.1.85,1.2,19, NADPH <16>) <16>
2.3.1.85,0.31,19, FAS-A <25>) <25>
2.3.1.85,0.37,19, FAS-B <25>) <25>
2.3.1.85,1.61,19," for malonyl-CoA, wild-type enzyme <2>) <2>"
2.3.1.85,2.68,19," for acetyl-CoA, wild-type enzyme <2>) <2>"
2.3.1.85,1.13,19, various tagged wild-type enzyme <21>) <21>
2.3.1.86,0.375,19, 0.375 <16>
2.3.1.86,0.31,19, FAS-A <4>) <4>
2.3.1.86,0.37,19, FAS-B <4>) <4>
2.3.1.87,10.57,19, 10.57 <34>
2.3.1.88,0.000001,19, serum <4>) <4>
2.3.1.88,0.00027,19, 0.00027 <4>
2.3.1.88,0.000029,19, muscle <4>) <4>
2.3.1.88,0.0000166,19, liver <4>) <4>
2.3.1.88,0.000093,19, pituitary <4>) <4>
2.3.1.88,0.0000383,19," pituitary lobe, posterior-intermediate <4>) <4>"
2.3.1.88,0.0000654,19," pituitary lobe, anterior <4>) <4>"
2.3.1.88,0.0000102,19, heart <4>) <4>
2.3.1.88,0.0000142,19, kidney <4>) <4>
2.3.1.88,0.0000169,19, lens <4>) <4>
2.3.1.88,0.0000221,19, lung <4>) <4>
2.3.1.88,0.0000378,19, brain <4>) <4>
2.3.1.89,0.011,19, 0.011 <1>
2.3.1.9,203,19," 203.0 <11,13>"
2.3.1.9,102.9,19, 102.9 <26>
2.3.1.9,0.16,19, acetoacetyl-CoA synthesis <21>) <21>
2.3.1.9,91,19, 91.0 <10>
2.3.1.9,412,19, thiolysis of acetoacetyl-CoA <21>) <21>
2.3.1.9,115,19, 115.0 <1>
2.3.1.9,40.98,19, 40.98 <29>
2.3.1.9,216,19, 216.0 <25>
2.3.1.9,36.6,19, 36.6 <7>
2.3.1.9,13.2,19, purified native enzyme <50>) <50>
2.3.1.9,15.78,19, purified recombinant enzyme <50>) <50>
2.3.1.9,4.7,19," 30°C, pH 8.3 <53>) <53>"
2.3.1.9,37,19, 37.0 <15>
2.3.1.9,100,19," peroxisomal thiolase, thiolysis <36>) <36>"
2.3.1.9,58.2,19, 58.2 <16>
2.3.1.90,0.0743,19, 0.0743 <3>
2.3.1.91,9.6,19, purified enzyme <3>) <3>
2.3.1.93,2.18,19, isoform B <2>) <2>
2.3.1.93,0.12,19, isoform A <2>) <2>
2.3.1.93,0.44,19, 0.44 <3>
2.3.1.95,0.0035,19, 0.0035 <3>
2.3.1.97,0.0000021,19, microsomes from leukemia cell line L1210 <10>) <10>
2.3.1.97,0.0000076,19, microsomes from liver <10>) <10>
2.3.1.97,0.000024,19, purified native enzyme <6>) <6>
2.3.1.97,0.000149,19, purified recombinant enzyme <6>) <6>
2.3.1.97,0.000035,19, recombinant enzyme from COS-7 cells <35>) <35>
2.3.1.97,0.248,19, purified wild-type enzyme <30>) <30>
2.3.1.97,0.0000055,19," cytosol fraction, HeLa cells <32>) <32>"
2.3.1.97,0.000039,19, recombinant enzyme from COS-7 cells <35>) <35>
2.3.1.97,0.00115,19, purified recombinant enzyme <39>) <39>
2.3.1.97,0.1,19, purified enzyme <8>) <8>
2.3.1.97,0.096,19, partially puified enzyme <5>) <5>
2.3.1.97,0.048,19, purified recombinant protein <31>) <31>
2.3.1.97,0.00032,19, partially purified enzyme <3>) <3>
2.3.1.98,1.45,19," purified native enzyme, pH 6.0, 30°C <2>) <2>"
2.3.1.99,16.74,19, 16.74 <8>
2.3.1.99,0.0042,19, 0.0042 <1>
2.3.1.99,0.37,19, 0.37 <2>
2.3.2.10,276,19, purified enzyme <1>) <1>
2.3.2.14,0.245,19, 0.245 <1>
2.3.2.3,0.00000072,19, supernatant 10000 x g <4>) <4>
2.3.2.3,0.00000143,19, cell crude extract <4>) <4>
2.3.2.3,0.00000326,19, membrane fraction <4>) <4>
2.3.2.5,11.2,19," pH 8.0, 30°C, recombinant enzyme <21>) <21>"
2.3.2.7,0.0245,19, 0.0245 <1>
2.3.2.8,0.00084,19, 0.00084 <2>
2.3.2.8,0.114,19," 0.114 <1,3>"
2.3.2.8,1.3,19, 1.3 <7>
2.3.2.8,0.0047,19, 0.0047 <7>
2.3.2.9,1.4,19, 1.4 <1>
2.3.3.1,161.2,19, 161.2 <4>
2.3.3.1,24,19, purified enzyme <3>) <3>
2.3.3.10,0.3,19, 0.3 <5>
2.3.3.10,1,19," 1.0 <9,10,20>"
2.3.3.10,0.85,19, 0.85 <17>
2.3.3.10,0.65,19," cytoplasmic enzyme, isozyme III and IV <6>) <6>"
2.3.3.10,0.00245,19," disrupted mitochondria, 0.25 M sucrose <3>) <3>"
2.3.3.10,0.00083,19, mitochondrial pellet <3>) <3>
2.3.3.10,0.00133,19," mitochondrial pellet, 0.25 M sucrose <3>) <3>"
2.3.3.10,0.0101,19, 0.0101 <24>
2.3.3.10,0.00485,19, homogenate <3>) <3>
2.3.3.10,0.0111,19," mitochondrial supernatant, 0.25 M sucrose <3>) <3>"
2.3.3.10,0.00325,19," mitochondrial pellet, 0.88 M sucrose <3>) <3>"
2.3.3.10,0.00288,19," mitochondrial pellet, 0.50 M sucrose <3>) <3>"
2.3.3.10,0.00567,19," disrupted mitochondria, 0.50 M sucrose <3>) <3>"
2.3.3.10,0.00792,19," disrupted mitochondria, 0.88 M sucrose <3>) <3>"
2.3.3.10,0.00922,19, mitochondrial supernatant <3>) <3>
2.3.3.10,0.00958,19," mitochondrial supernatant, 0.88 M sucrose <3>) <3>"
2.3.3.10,0.01053,19," mitochondrial supernatant, 0.50 M sucrose <3>) <3>"
2.3.3.10,0.5,19, liver enzyme <20>) <20>
2.3.3.10,0.8,19, recombinant enzyme <20>) <20>
2.3.3.10,2.1,19," 2.1 <2,7>"
2.3.3.10,2,19, 2.0 <1>
2.3.3.10,0.88,19, 0.88 <13>
2.3.3.10,0.1,19, 0.1 <35>
2.3.3.10,40,19, 40.0 <26>
2.3.3.10,0.057,19," control, no acetaminophen, APAP, treatment <54>) <54>"
2.3.3.10,0.035,19," activity in response to acetaminophen, APAP, treatment"
2.3.3.10,0.76,19, 0.76 <21>
2.3.3.12,4.8,19, 4.8 <2>
2.3.3.13,14.5,19, 14.5 <19>
2.3.3.13,1.67,19, 1.67 <17>
2.3.3.13,0.0089,19, 0.0089 <7>
2.3.3.13,0.0019,19, 0.0019 <7>
2.3.3.13,1.413,19, 1.413 <7>
2.3.3.13,12.05,19, 12.05 <11>
2.3.3.13,0.0024,19, 0.0024 <7>
2.3.3.14,0.0013,19, additive ZnSO4 <36>) <36>
2.3.3.14,0.0008,19, additive FeSO4 <36>) <36>
2.3.3.14,0.0075,19, additive CaCl2 <36>) <36>
2.3.3.14,0.0003,19, additive CuCl2 <36>) <36>
2.3.3.14,0.0036,19, additive NiCl2 <36>) <36>
2.3.3.14,0.0392,19, additive MnCl2 <36>) <36>
2.3.3.14,0,19, no activity without additive <36>) <36>
2.3.3.14,0.0415,19, additive MgSO4 <36>) <36>
2.3.3.14,0.0333,19, additive CoCl2 <36>) <36>
2.3.3.14,0.657,19, 0.657 <18>
2.3.3.15,0.4,19, 0.4 <5>
2.3.3.15,0.08,19, crude extract <11>) <11>
2.3.3.18,546.8,19," pH 8.0, 30°C <2>) <2>"
2.3.3.3,5.5,19, 5.5 <2>
2.3.3.3,1.2,19," purified enzyme, in the presence of 0.2 mM Mn2+, at pH 8.0"
2.3.3.3,0.72,19," purified enzyme, in the absence of Mn2+, at pH 8.0 and"
2.3.3.4,1.25,19, 1.25 <1>
2.3.3.7,0.009,19, activity in fraction of 40-60% (NH4)2SO4 <3>) <3>
2.4.1.100,11.63,19," pH 5.5, 30°C <15>) <15>"
2.4.1.100,14.5,19, 14.5 <10>
2.4.1.100,0.011,19," in 50 mM Na-acetate, pH 5.2, and 0.02% Na-azide for 60"
2.4.1.101,0.6,19, recombinant isozyme A <23>) <23>
2.4.1.101,0.0000002,19, wild-type S49 cell <13>) <13>
2.4.1.101,0.00000084,19, wild-type CHO cell <13>) <13>
2.4.1.101,0.48,19," room temperature, 2.7fold excess of"
2.4.1.101,20,19, purified enzyme <15>) <15>
2.4.1.101,0.000015,19," transferase A, liver <6>) <6>"
2.4.1.101,0.00065,19," transferase B, hepatoma <6>) <6>"
2.4.1.101,4.8,19, liver <7>) <7>
2.4.1.101,3.37,19, purified enzyme <4>) <4>
2.4.1.101,19.8,19, low-molecular weight form <10>) <10>
2.4.1.101,2.51,19, purified enzyme <3>) <3>
2.4.1.109,0.0000012,19, substrate YNPTSV <5>) <5>
2.4.1.109,0.0035,19, partially purified enzyme <8>) <8>
2.4.1.109,0.0000677,19, partially purified enzyme <6>) <6>
2.4.1.109,0.00057,19, partially purified enzyme <1>) <1>
2.4.1.111,0.036,19, Pauls scarlet rose <1>) <1>
2.4.1.115,11.22,19, 11.22 <7>
2.4.1.116,0.00953,19," pH 7.4, 30°C <1>) <1>"
2.4.1.118,0.00046,19, 0.00046 <3>
2.4.1.12,0.0028,19, 0.0028 <1>
2.4.1.121,0.06,19," purified enzyme, substrate gibberellin GA3, pH 7.6, 30°C"
2.4.1.121,0.715,19," purified enzyme, substrate 1-naphthalene acetate, pH"
2.4.1.121,2.976,19," purified enzyme, substrate (indol-3-yl)acetate, pH 7.6,"
2.4.1.121,0.656,19," purified enzyme, substrate (indol-3-yl)propionate, pH"
2.4.1.121,0.798,19, 0.798 <3>
2.4.1.121,4.029,19, 4.029 <5>
2.4.1.122,0.00428,19, purified enzyme <5>) <5>
2.4.1.122,0.000168,19, the extracts of EY13370 third instar larvae have a
2.4.1.122,0.031,19," partially purified enzyme, substrate:"
2.4.1.122,0.0071,19," partially purified enzyme, substrate:"
2.4.1.122,0.000042,19, liver <8>) <8>
2.4.1.122,3.43,19, purified enzyme <8>) <8>
2.4.1.122,0.81,19, purified enzyme <2>) <2>
2.4.1.122,0.00134,19," microsomal membranes, substrate:"
2.4.1.122,0.00088,19," microsomal membranes, substrate:"
2.4.1.122,0.0194,19, Golgi membranes <2>) <2>
2.4.1.122,0.0000028,19, recombinant in Sf9 cells <1>) <1>
2.4.1.123,8.75,19, 8.75 <2>
2.4.1.123,0.02826,19, protoplast <14>) <14>
2.4.1.123,3.8,19, purified BhGolS1-GST fusion protein is able to catalyze
2.4.1.123,32.1,19, 32.1 <2>
2.4.1.125,9.8,19, 9.8 <3>
2.4.1.125,34.9,19, 34.9 <2>
2.4.1.125,89.7,19, 89.7 <1>
2.4.1.125,5.86,19, 5.86 <5>
2.4.1.126,0.00112,19, reaction with ferulic acid <1>) <1>
2.4.1.128,0.114,19, cells cultured in the presence of 0.005 mM
2.4.1.128,0.0116,19, 0.0116 <1>
2.4.1.128,0.03,19," 71C3, 50 mM Tris-HCl, pH 7.0, 14 mM 2-mercaptoethanol,"
2.4.1.133,0.97,19," maltose-binding protein-fusion enzyme, amylose elution,"
2.4.1.133,0.058,19," maltose-binding protein-fusion enzyme, supernatant, in"
2.4.1.136,0.0117,19, reaction with gallate <1>) <1>
2.4.1.137,0.177,19, 0.177 <2>
2.4.1.138,0.0056,19, 0.0056 <1>
2.4.1.140,7.31,19, 7.31 <3>
2.4.1.140,89.7,19, 89.7 <4>
2.4.1.143,9.3,19, 9.3 <11>
2.4.1.143,20,19, 20.0 <13>
2.4.1.143,7.8,19,
2.4.1.143,21.4,19,
2.4.1.143,11.2,19,
2.4.1.143,27.5,19, 27.5 <9>
2.4.1.144,0.000083,19, 8.3e-05 <3>
2.4.1.144,0.02,19, purified recombinant enzyme <13>) <13>
2.4.1.145,1.65,19, 1.65 <4>
2.4.1.146,0.0000015,19," undifferentiated CaCo-2, colonic adenocarcinoma, cells"
2.4.1.146,0.000032,19, 3.2e-05 <6>
2.4.1.146,0.0000033,19," below, EBV immortilized B-cell line, from normal"
2.4.1.146,0.000006,19, normal granulocytes <4>) <4>
2.4.1.146,0.0000007,19," CaCo-2, colonic adenocarcinoma, cells differentiated to"
2.4.1.147,0.00009,19, colon mucosa <3>) <3>
2.4.1.148,0.00017,19, colon <3>) <3>
2.4.1.148,0.00028,19, stomach <3>) <3>
2.4.1.148,0.0003,19, submaxillary gland <3>) <3>
2.4.1.148,0.00016,19, enzyme activity in oviduct
2.4.1.149,0.118,19, 0.118 <6>
2.4.1.15,6.179,19, 6.179 <5>
2.4.1.15,0.3,19, 0.3 <10>
2.4.1.15,20.6,19," purified recombinant enzyme, substrates GDP-glucose and"
2.4.1.15,95,19," purified recombinant enzyme, substrates ADP-glucose and"
2.4.1.15,149.6,19," purified recombinant enzyme, substrates UDP-glucose"
2.4.1.15,106.7,19," purified recombinant enzyme, substrates TDP-glucose"
2.4.1.15,7.33,19," purified recombinant enzyme, pH 6.0, 60°C, substrate"
2.4.1.15,3.5,19," pH 7.0, 80°C <67>) <67>"
2.4.1.15,150.5,19," purified native enzyme, pH 4.0, 37°C <75>) <75>"
2.4.1.15,150.5,19," purified native enzyme, pH 4.0, 37°C <75>) <75>"
2.4.1.15,0.01,19, preparation of trehalose-6-phosphate synthase from
2.4.1.15,1.48,19," pH 8.5, 37°C <51>) <51>"
2.4.1.15,0.49,19, preparation of trehalose-6-phosphate synthase from
2.4.1.15,15,19, 15.0 <1>
2.4.1.15,1.58,19, preparation of trehalose-6-phosphate synthase from
2.4.1.15,0.055,19," TPS specific activity in galactose, yeast wild type +"
2.4.1.15,0.74,19, preparation of trehalose-6-phosphate synthase from
2.4.1.15,0.079,19," TPS specific activity in glucose, yeast wild type +"
2.4.1.15,4.8,19, activity with UDPglucose <14>) <14>
2.4.1.15,24.2,19, activity with GDPglucose <14>) <14>
2.4.1.15,31.48,19, 31.48 <6>
2.4.1.150,0.084,19, 0.084 <11>
2.4.1.150,0.058,19, 0.058 <8>
2.4.1.155,0.000001,19," spleen, wild-type mice <42>) <42>"
2.4.1.155,0.0000012,19," liver, wild-type mice <42>) <42>"
2.4.1.155,0.0015,19, 0.0015 <11>
2.4.1.155,0.00000003,19," heart, wild-type mice <42>) <42>"
2.4.1.155,0.0000006,19," brain, wild-type mice <42>) <42>"
2.4.1.155,0.00000275,19," intestine, wild-type mice <42>) <42>"
2.4.1.155,0.00000133,19," kidney, wild-type mice <42>) <42>"
2.4.1.158,0.0222,19, glucosyltransferase I <1>) <1>
2.4.1.158,0.0242,19, glucosyltransferase II <1>) <1>
2.4.1.166,0.00025,19, lychnose <1>) <1>
2.4.1.166,0.000316,19, isolychnose <1>) <1>
2.4.1.170,0.049,19," substrate daidzein, pH 8.5, 30°C, purified recombinant"
2.4.1.170,0.209,19," substrate genistein, pH 8.5, 30°C, purified recombinant"
2.4.1.170,0.045,19," substrate genistein, pH 8.5, 30°C, purified recombinant"
2.4.1.170,0.158,19," substrate genistein, pH 8.5, 30°C, purified recombinant"
2.4.1.170,0.467,19," substrate daidzein, , pH 8.5, 30°C, purified"
2.4.1.170,0.253,19," substrate daidzein, pH 8.5, 30°C, purified recombinant"
2.4.1.170,0.465,19," substrate genistein, pH 8.5, 30°C, purified recombinant"
2.4.1.170,0.457,19," substrate daidzein, pH 8.5, 30°C, purified recombinant"
2.4.1.172,0.165,19, 0.165 <1>
2.4.1.175,0.000006,19," recombinant CSS2B variant in COS-7 cells, pH 6.2, 37°C"
2.4.1.175,0.000008,19," recombinant CSS2A variant in COS-7 cells, pH 6.2, 37°C"
2.4.1.175,0.0425,19, purified enzyme <9>) <9>
2.4.1.175,0.00124,19," purified rcombinant enzyme, substrate chondroitin"
2.4.1.175,0.00053,19," purified rcombinant enzyme, substrate chondroitin"
2.4.1.175,0.00331,19," purified rcombinant enzyme, substrate chondroitin"
2.4.1.175,0.00334,19," purified rcombinant enzyme, substrate chondroitin"
2.4.1.177,0.0279,19, 0.0279 <4>
2.4.1.178,0.002,19, benzyl alcohol <2>) <2>
2.4.1.178,0.018,19, benzoic acid <2>) <2>
2.4.1.178,0.012,19, S)-mandelonitrile <2>) <2>
2.4.1.178,0.001,19, mandelic acid <2>) <2>
2.4.1.178,0.0025,19, mandelamide <2>) <2>
2.4.1.178,0.94,19, 4-hydroxymandelonitrile <1>) <1>
2.4.1.178,0.31,19," 3,4-dihydroxymandelonitrile <1>) <1>"
2.4.1.179,0.00077,19, 0.00077 <5>
2.4.1.179,0.00013,19, recombinant in HCT-15 cells <6>) <6>
2.4.1.182,9,19, purified enzyme <7>) <7>
2.4.1.182,15.9,19," purified enzyme <4,5>) <4,5>"
2.4.1.182,45,19," enzyme from membrane-free lysate, at 30°C <10>) <10>"
2.4.1.182,183,19," after 4.0fold purification, at 30°C <10>) <10>"
2.4.1.185,0.0017,19, 0.0017 <1>
2.4.1.187,0.0000022,19, 2.2e-06 <1>
2.4.1.189,1.16,19, 1.16 <1>
2.4.1.190,0.96,19, 0.96 <1>
2.4.1.191,0.14,19, 0.14 <1>
2.4.1.194,2.94,19, 2.94 <5>
2.4.1.194,0.00192,19, 0.00192 <1>
2.4.1.194,0.002586,19, the activity of p-hydroxylbenzoic acid
2.4.1.194,0.002292,19, the activity of p-hydroxylbenzoic acid
2.4.1.194,0.002196,19, the activity of p-hydroxylbenzoic acid
2.4.1.195,0.561,19, 0.561 <7>
2.4.1.195,2.8,19, 2.8 <5>
2.4.1.195,45,19, 45.0 <4>
2.4.1.197,0.0000077,19," Man5GlcNAc, intersected <1>) <1>"
2.4.1.197,0.0000129,19," Man9GlcNAc, intersected <1>) <1>"
2.4.1.197,0.0000133,19," Man5GlcNAc, bisected <1>) <1>"
2.4.1.2,20.8,19, 20.8 <2>
2.4.1.2,112.5,19," purified enzyme, pH 6.5, 30°C <11>) <11>"
2.4.1.20,4.7,19, purified enzyme <1>) <1>
2.4.1.20,11.8,19, 11.8 <12>
2.4.1.20,0.033,19," purifed recombinant wild-type enzyme, substrate"
2.4.1.20,7.78,19," purifed recombinant wild-type enzyme, substrate"
2.4.1.20,2.66,19, purified enzyme <14>) <14>
2.4.1.20,27.4,19," purified enzyme <5,6>) <5,6>"
2.4.1.20,40.8,19, purified enzyme <8>) <8>
2.4.1.201,0.032,19, purified enzyme <5>) <5>
2.4.1.201,0.00000045,19, recombinant enzyme in COS-1 cells <4>) <4>
2.4.1.202,1.4,19," 2-hydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one, BX8-gene"
2.4.1.202,24,19," 2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one as"
2.4.1.202,13,19," 2,4-dihydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one as"
2.4.1.202,6,19," 2-hydroxy-7-methoxy-2H-1,4-benzoxazin-3(4H)-one, BX9-gene"
2.4.1.202,2.6,19," 2,4-dihydroxy-2H-1,4-benzoxazin-3(4H)-one as substrate,"
2.4.1.202,0.5,19," 2-hydroxy-2H-1,4-benzoxazin-3(4H)-one, BX8-gene encoded"
2.4.1.202,13.4,19," 2,4-dihydroxy-2H-1,4-benzoxazin-3(4H)-one as substrate,"
2.4.1.202,1.218,19, enzyme in peak 1 and peak 2 <2>) <2>
2.4.1.203,0.0002,19, wild type <8>) <8>
2.4.1.205,3.466,19, 3.466 <1>
2.4.1.206,0.00000034,19, colonic mucosa <2>) <2>
2.4.1.206,0.0000046,19, colonic adenocarcinoma tissue sample <2>) <2>
2.4.1.206,0.0021,19," recombinant enzyme, substrate"
2.4.1.206,0.00121,19," recombinant enzyme, substrate lactosylceramide"
2.4.1.206,0.00123,19," recombinant enzyme, substrate"
2.4.1.206,0.00254,19," recombinant enzyme, substrate"
2.4.1.206,0.00174,19," recombinant enzyme, substrate"
2.4.1.209,1.054,19, 1.054 <1>
2.4.1.210,0.018,19, 0.018 <1>
2.4.1.210,0.013,19, 0.013 <4>
2.4.1.211,10,19," LNBP2 <5>) <2,5>"
2.4.1.211,10,19," LNBP2 <5>) <2,5>"
2.4.1.211,0.06,19, E356Q <5>) <5>
2.4.1.211,3.5,19, alpha-D-galactose 1-phosphate as substrate <6>) <6>
2.4.1.211,0.31,19, E319Q <5>) <5>
2.4.1.211,0.17,19, D29N <5>) <5>
2.4.1.211,0.22,19, D160N <5>) <5>
2.4.1.211,1.68,19, E259Q <5>) <5>
2.4.1.211,0.9,19, D182N <5>) <5>
2.4.1.211,5.9,19, D561N <5>) <5>
2.4.1.211,0.53,19, E568Q <5>) <5>
2.4.1.211,0.72,19, D232N <5>) <5>
2.4.1.211,3.61,19, D35N <5>) <5>
2.4.1.211,0.0002,19," D313N, no activity, D313 is probably the catalytic"
2.4.1.211,5.84,19, E691Q <5>) <5>
2.4.1.211,9.2,19, D260N <5>) <5>
2.4.1.211,2.85,19, D280N <5>) <5>
2.4.1.211,3.93,19, E377Q <5>) <5>
2.4.1.211,5.73,19, E249Q <5>) <5>
2.4.1.211,5.71,19, D348N <5>) <5>
2.4.1.211,5.41,19, D491N <5>) <5>
2.4.1.211,6.71,19, D490N <5>) <5>
2.4.1.211,4.79,19, E475Q <5>) <5>
2.4.1.211,7.26,19, D108N <5>) <5>
2.4.1.211,6.09,19, D331N <5>) <5>
2.4.1.211,7.32,19, D344N <5>) <5>
2.4.1.211,7.98,19, D373N <5>) <5>
2.4.1.212,37,19," wild-type enzyme, pH 7.0, 30°C <73>) <73>"
2.4.1.212,0.000000025,19," HAS activity, HAS3siRNA treatment, plus"
2.4.1.212,0.000000025,19," HAS activity, HAS3siRNA treatment, plus"
2.4.1.212,2.33E-08,19," HAS activity, no treatment, control"
2.4.1.212,2.33E-08,19," HAS activity, no treatment, control"
2.4.1.212,2.22E-08,19," HAS activity, AG825 treatment <50>) <50>"
2.4.1.212,2.22E-08,19," HAS activity, AG825 treatment <50>) <50>"
2.4.1.212,0.000000023,19," HAS activity, thiazolidinedione"
2.4.1.212,0.000000023,19," HAS activity, thiazolidinedione"
2.4.1.212,6.27E-08,19," HAS activity, no treatment, control,"
2.4.1.212,6.27E-08,19," HAS activity, no treatment, control,"
2.4.1.212,2.57E-08,19," HAS activity, AG825 treatment, plus"
2.4.1.212,2.57E-08,19," HAS activity, AG825 treatment, plus"
2.4.1.212,2.63E-08,19," HAS activity, thiazolidinedione"
2.4.1.212,2.63E-08,19," HAS activity, thiazolidinedione"
2.4.1.212,2.37E-08,19," HAS activity, scrambled sequence"
2.4.1.212,2.37E-08,19," HAS activity, scrambled sequence"
2.4.1.212,1.75E-08,19," HAS activity, HAS1siRNA treatment <50>)"
2.4.1.212,1.75E-08,19," HAS activity, HAS1siRNA treatment <50>)"
2.4.1.212,0.000000017,19," HAS activity, HAS2siRNA treatment <50>)"
2.4.1.212,0.000000017,19," HAS activity, HAS2siRNA treatment <50>)"
2.4.1.212,1.88E-08,19," HAS activity, HAS3siRNA treatment <50>)"
2.4.1.212,1.88E-08,19," HAS activity, HAS3siRNA treatment <50>)"
